client_id	path	sentence	up_votes	down_votes	age	gender	accent	locale	segment
201dd2af2d2a42389e5556a04d9db8a86f65d74d1af274d7c8c01c709a9c00cd4a8cb45557ef16375f564c184029d25ffd2690091ea8487ad1a644fed7736d0d	common_voice_ru_19341452.mp3	Сохранение консенсуса в процессе осуществления Программы действий остается для нас приоритетом.	2	0	thirties	male		ru	
201dd2af2d2a42389e5556a04d9db8a86f65d74d1af274d7c8c01c709a9c00cd4a8cb45557ef16375f564c184029d25ffd2690091ea8487ad1a644fed7736d0d	common_voice_ru_19341448.mp3	Мы обращаемся ко всем государствам с просьбой поддержать проект резолюции этого года.	2	0	thirties	male		ru	
201dd2af2d2a42389e5556a04d9db8a86f65d74d1af274d7c8c01c709a9c00cd4a8cb45557ef16375f564c184029d25ffd2690091ea8487ad1a644fed7736d0d	common_voice_ru_19341450.mp3	Место Председателя занимает Председатель.	2	0	thirties	male		ru	
201dd2af2d2a42389e5556a04d9db8a86f65d74d1af274d7c8c01c709a9c00cd4a8cb45557ef16375f564c184029d25ffd2690091ea8487ad1a644fed7736d0d	common_voice_ru_19341456.mp3	При этом вопросам разоружения и нераспространения уже давно должно уделяться одинаковое внимание.	2	0	thirties	male		ru	
201dd2af2d2a42389e5556a04d9db8a86f65d74d1af274d7c8c01c709a9c00cd4a8cb45557ef16375f564c184029d25ffd2690091ea8487ad1a644fed7736d0d	common_voice_ru_19341451.mp3	Поэтому национальные усилия очень важны для осуществления Конвенции.	2	0	thirties	male		ru	
201dd2af2d2a42389e5556a04d9db8a86f65d74d1af274d7c8c01c709a9c00cd4a8cb45557ef16375f564c184029d25ffd2690091ea8487ad1a644fed7736d0d	common_voice_ru_19341455.mp3	Турция, являющаяся новой страной-донором, намерена выполнять свои обязательства в области предоставления помощи.	2	0	thirties	male		ru	
201dd2af2d2a42389e5556a04d9db8a86f65d74d1af274d7c8c01c709a9c00cd4a8cb45557ef16375f564c184029d25ffd2690091ea8487ad1a644fed7736d0d	common_voice_ru_19341459.mp3	Все государства-члены должны взять на себя ответственность за реформирование Совета Безопасности.	2	0	thirties	male		ru	
201dd2af2d2a42389e5556a04d9db8a86f65d74d1af274d7c8c01c709a9c00cd4a8cb45557ef16375f564c184029d25ffd2690091ea8487ad1a644fed7736d0d	common_voice_ru_19341458.mp3	Мы признаем, что детали такой промежуточной модели должны быть разработаны.	2	0	thirties	male		ru	
201dd2af2d2a42389e5556a04d9db8a86f65d74d1af274d7c8c01c709a9c00cd4a8cb45557ef16375f564c184029d25ffd2690091ea8487ad1a644fed7736d0d	common_voice_ru_19341463.mp3	Я благодарю Генерального секретаря за его выступление.	2	0	thirties	male		ru	
201dd2af2d2a42389e5556a04d9db8a86f65d74d1af274d7c8c01c709a9c00cd4a8cb45557ef16375f564c184029d25ffd2690091ea8487ad1a644fed7736d0d	common_voice_ru_19341460.mp3	Да, это так.	2	0	thirties	male		ru	
201dd2af2d2a42389e5556a04d9db8a86f65d74d1af274d7c8c01c709a9c00cd4a8cb45557ef16375f564c184029d25ffd2690091ea8487ad1a644fed7736d0d	common_voice_ru_19341466.mp3	Нет недостатка в помощи и программах по созданию потенциала.	2	0	thirties	male		ru	
201dd2af2d2a42389e5556a04d9db8a86f65d74d1af274d7c8c01c709a9c00cd4a8cb45557ef16375f564c184029d25ffd2690091ea8487ad1a644fed7736d0d	common_voice_ru_19341453.mp3	Необходимость заняться решением проблемы политической нестабильности и насилия в Сомали по-прежнему актуальна.	2	0	thirties	male		ru	
201dd2af2d2a42389e5556a04d9db8a86f65d74d1af274d7c8c01c709a9c00cd4a8cb45557ef16375f564c184029d25ffd2690091ea8487ad1a644fed7736d0d	common_voice_ru_19341467.mp3	Международное сообщество должно работать с большим чувством срочности для безотлагательного решения нагорно-карабахского конфликта.	2	0	thirties	male		ru	
201dd2af2d2a42389e5556a04d9db8a86f65d74d1af274d7c8c01c709a9c00cd4a8cb45557ef16375f564c184029d25ffd2690091ea8487ad1a644fed7736d0d	common_voice_ru_19341464.mp3	Особого одобрения заслуживает поддержка, оказываемая секретариату Сообщества по вопросам развития стран юга Африки.	2	0	thirties	male		ru	
201dd2af2d2a42389e5556a04d9db8a86f65d74d1af274d7c8c01c709a9c00cd4a8cb45557ef16375f564c184029d25ffd2690091ea8487ad1a644fed7736d0d	common_voice_ru_19341494.mp3	В конце концов, не является ли это миссией нашей Организации Объединенных Наций?	2	0	thirties	male		ru	
201dd2af2d2a42389e5556a04d9db8a86f65d74d1af274d7c8c01c709a9c00cd4a8cb45557ef16375f564c184029d25ffd2690091ea8487ad1a644fed7736d0d	common_voice_ru_19341468.mp3	После принятия Политической декларации позвольте мне высказать ряд соображений.	2	0	thirties	male		ru	
201dd2af2d2a42389e5556a04d9db8a86f65d74d1af274d7c8c01c709a9c00cd4a8cb45557ef16375f564c184029d25ffd2690091ea8487ad1a644fed7736d0d	common_voice_ru_19341469.mp3	– Меня? – Коля обиделся.	2	0	thirties	male		ru	
201dd2af2d2a42389e5556a04d9db8a86f65d74d1af274d7c8c01c709a9c00cd4a8cb45557ef16375f564c184029d25ffd2690091ea8487ad1a644fed7736d0d	common_voice_ru_19341471.mp3	Мы также выступили с целым рядом идей по реформированию Совета Безопасности.	2	0	thirties	male		ru	
201dd2af2d2a42389e5556a04d9db8a86f65d74d1af274d7c8c01c709a9c00cd4a8cb45557ef16375f564c184029d25ffd2690091ea8487ad1a644fed7736d0d	common_voice_ru_19341474.mp3	Могу ли я считать, что Генеральная Ассамблея принимает к сведению доклад Международного Суда?	2	1	thirties	male		ru	
201dd2af2d2a42389e5556a04d9db8a86f65d74d1af274d7c8c01c709a9c00cd4a8cb45557ef16375f564c184029d25ffd2690091ea8487ad1a644fed7736d0d	common_voice_ru_19341476.mp3	Мы благодарим его за его неустанные усилия.	2	0	thirties	male		ru	
201dd2af2d2a42389e5556a04d9db8a86f65d74d1af274d7c8c01c709a9c00cd4a8cb45557ef16375f564c184029d25ffd2690091ea8487ad1a644fed7736d0d	common_voice_ru_19341470.mp3	Конвенция была открыта для подписания в Браззавиле в ноябре прошлого года.	2	0	thirties	male		ru	
201dd2af2d2a42389e5556a04d9db8a86f65d74d1af274d7c8c01c709a9c00cd4a8cb45557ef16375f564c184029d25ffd2690091ea8487ad1a644fed7736d0d	common_voice_ru_19341475.mp3	Позвольте мне также выразить признательность Генеральному секретарю за его неутомимые усилия, способствующие этому процессу.	2	0	thirties	male		ru	
201dd2af2d2a42389e5556a04d9db8a86f65d74d1af274d7c8c01c709a9c00cd4a8cb45557ef16375f564c184029d25ffd2690091ea8487ad1a644fed7736d0d	common_voice_ru_19341477.mp3	Блокада Газы создала тяжелую гуманитарную ситуацию, поэтому блокада должна быть полностью снята.	2	0	thirties	male		ru	
201dd2af2d2a42389e5556a04d9db8a86f65d74d1af274d7c8c01c709a9c00cd4a8cb45557ef16375f564c184029d25ffd2690091ea8487ad1a644fed7736d0d	common_voice_ru_19341483.mp3	Колумбия готова и преисполнена решимости принять всестороннее участие в этом процессе.	2	0	thirties	male		ru	
201dd2af2d2a42389e5556a04d9db8a86f65d74d1af274d7c8c01c709a9c00cd4a8cb45557ef16375f564c184029d25ffd2690091ea8487ad1a644fed7736d0d	common_voice_ru_19341485.mp3	Ни одна страна не может быть осуждена априори.	2	0	thirties	male		ru	
201dd2af2d2a42389e5556a04d9db8a86f65d74d1af274d7c8c01c709a9c00cd4a8cb45557ef16375f564c184029d25ffd2690091ea8487ad1a644fed7736d0d	common_voice_ru_19341486.mp3	Исторически международное сообщество стремилось помочь выходящим из конфликтов странам преодолеть эти препятствия.	2	0	thirties	male		ru	
201dd2af2d2a42389e5556a04d9db8a86f65d74d1af274d7c8c01c709a9c00cd4a8cb45557ef16375f564c184029d25ffd2690091ea8487ad1a644fed7736d0d	common_voice_ru_19341493.mp3	Разрешите напомнить, что для Перу терроризм не является каким-то отвлеченным понятием.	2	0	thirties	male		ru	
201dd2af2d2a42389e5556a04d9db8a86f65d74d1af274d7c8c01c709a9c00cd4a8cb45557ef16375f564c184029d25ffd2690091ea8487ad1a644fed7736d0d	common_voice_ru_19341497.mp3	Чудодейственного средства для этого не существует.	2	0	thirties	male		ru	
201dd2af2d2a42389e5556a04d9db8a86f65d74d1af274d7c8c01c709a9c00cd4a8cb45557ef16375f564c184029d25ffd2690091ea8487ad1a644fed7736d0d	common_voice_ru_19341503.mp3	Несоблюдение свободы религии угрожает безопасности и миру и препятствует разностороннему развитию человеческой личности.	2	0	thirties	male		ru	
201dd2af2d2a42389e5556a04d9db8a86f65d74d1af274d7c8c01c709a9c00cd4a8cb45557ef16375f564c184029d25ffd2690091ea8487ad1a644fed7736d0d	common_voice_ru_19341504.mp3	Эта система открывает путь к созданию в нашем регионе общего фонда физических денежных средств.	2	0	thirties	male		ru	
201dd2af2d2a42389e5556a04d9db8a86f65d74d1af274d7c8c01c709a9c00cd4a8cb45557ef16375f564c184029d25ffd2690091ea8487ad1a644fed7736d0d	common_voice_ru_19341505.mp3	Группа африканских государств приветствует возможность принять участие в этих прениях.	2	0	thirties	male		ru	
201dd2af2d2a42389e5556a04d9db8a86f65d74d1af274d7c8c01c709a9c00cd4a8cb45557ef16375f564c184029d25ffd2690091ea8487ad1a644fed7736d0d	common_voice_ru_19341521.mp3	Также следует и далее поощрять активное участие неправительственных организаций в группах.	2	0	thirties	male		ru	
201dd2af2d2a42389e5556a04d9db8a86f65d74d1af274d7c8c01c709a9c00cd4a8cb45557ef16375f564c184029d25ffd2690091ea8487ad1a644fed7736d0d	common_voice_ru_19341506.mp3	На этой неделе новое правительство приняло пакет важных экономических и бюджетных мер.	2	0	thirties	male		ru	
201dd2af2d2a42389e5556a04d9db8a86f65d74d1af274d7c8c01c709a9c00cd4a8cb45557ef16375f564c184029d25ffd2690091ea8487ad1a644fed7736d0d	common_voice_ru_19341507.mp3	Но вместо этого я хочу рассказать о наших коллективных и имеющих историческое значение достижениях.	2	0	thirties	male		ru	
201dd2af2d2a42389e5556a04d9db8a86f65d74d1af274d7c8c01c709a9c00cd4a8cb45557ef16375f564c184029d25ffd2690091ea8487ad1a644fed7736d0d	common_voice_ru_19341509.mp3	Вверх по лестнице.	2	0	thirties	male		ru	
201dd2af2d2a42389e5556a04d9db8a86f65d74d1af274d7c8c01c709a9c00cd4a8cb45557ef16375f564c184029d25ffd2690091ea8487ad1a644fed7736d0d	common_voice_ru_19341511.mp3	Если терроризм угрожает тысячам людей, то распространение ядерного оружия несет угрозу миллионам.	2	0	thirties	male		ru	
201dd2af2d2a42389e5556a04d9db8a86f65d74d1af274d7c8c01c709a9c00cd4a8cb45557ef16375f564c184029d25ffd2690091ea8487ad1a644fed7736d0d	common_voice_ru_19341518.mp3	Это стало бы крупнейшим гуманитарным кризисом в истории.	2	0	thirties	male		ru	
201dd2af2d2a42389e5556a04d9db8a86f65d74d1af274d7c8c01c709a9c00cd4a8cb45557ef16375f564c184029d25ffd2690091ea8487ad1a644fed7736d0d	common_voice_ru_19341496.mp3	Эти его слова звучат актуально и сегодня.	2	1	thirties	male		ru	
201dd2af2d2a42389e5556a04d9db8a86f65d74d1af274d7c8c01c709a9c00cd4a8cb45557ef16375f564c184029d25ffd2690091ea8487ad1a644fed7736d0d	common_voice_ru_19341512.mp3	Неинфекционные заболевания — это глобальная проблема, и Непал не является здесь исключением.	2	0	thirties	male		ru	
201dd2af2d2a42389e5556a04d9db8a86f65d74d1af274d7c8c01c709a9c00cd4a8cb45557ef16375f564c184029d25ffd2690091ea8487ad1a644fed7736d0d	common_voice_ru_19341519.mp3	Мы поддерживаем его усилия.	2	0	thirties	male		ru	
201dd2af2d2a42389e5556a04d9db8a86f65d74d1af274d7c8c01c709a9c00cd4a8cb45557ef16375f564c184029d25ffd2690091ea8487ad1a644fed7736d0d	common_voice_ru_19341520.mp3	Науру отреагировала на эту проблему, выступив с рядом внутренних инициатив.	2	0	thirties	male		ru	
201dd2af2d2a42389e5556a04d9db8a86f65d74d1af274d7c8c01c709a9c00cd4a8cb45557ef16375f564c184029d25ffd2690091ea8487ad1a644fed7736d0d	common_voice_ru_19341529.mp3	Эти инициативы можно вкратце изложить следующим образом.	2	1	thirties	male		ru	
201dd2af2d2a42389e5556a04d9db8a86f65d74d1af274d7c8c01c709a9c00cd4a8cb45557ef16375f564c184029d25ffd2690091ea8487ad1a644fed7736d0d	common_voice_ru_19341532.mp3	Этика не является внешним элементом экономики; экономика не имеет будущего в отсутствие элемента морали.	2	0	thirties	male		ru	
201dd2af2d2a42389e5556a04d9db8a86f65d74d1af274d7c8c01c709a9c00cd4a8cb45557ef16375f564c184029d25ffd2690091ea8487ad1a644fed7736d0d	common_voice_ru_19341539.mp3	Танзания сталкивается с двойным бременем инфекционных и неинфекционных заболеваний.	2	0	thirties	male		ru	
201dd2af2d2a42389e5556a04d9db8a86f65d74d1af274d7c8c01c709a9c00cd4a8cb45557ef16375f564c184029d25ffd2690091ea8487ad1a644fed7736d0d	common_voice_ru_19341542.mp3	Мы решительно поддерживаем прямой диалог между двумя сторонами и верим в него.	2	0	thirties	male		ru	
201dd2af2d2a42389e5556a04d9db8a86f65d74d1af274d7c8c01c709a9c00cd4a8cb45557ef16375f564c184029d25ffd2690091ea8487ad1a644fed7736d0d	common_voice_ru_19341541.mp3	На протяжении последних двух лет мы движемся по этому пути.	2	0	thirties	male		ru	
201dd2af2d2a42389e5556a04d9db8a86f65d74d1af274d7c8c01c709a9c00cd4a8cb45557ef16375f564c184029d25ffd2690091ea8487ad1a644fed7736d0d	common_voice_ru_19341531.mp3	В связи с этим следует особо отметить четыре следующих положения.	2	0	thirties	male		ru	
201dd2af2d2a42389e5556a04d9db8a86f65d74d1af274d7c8c01c709a9c00cd4a8cb45557ef16375f564c184029d25ffd2690091ea8487ad1a644fed7736d0d	common_voice_ru_19341545.mp3	Настало время положить конец осадам, нищете и разочарованию.	2	0	thirties	male		ru	
201dd2af2d2a42389e5556a04d9db8a86f65d74d1af274d7c8c01c709a9c00cd4a8cb45557ef16375f564c184029d25ffd2690091ea8487ad1a644fed7736d0d	common_voice_ru_19341540.mp3	Я применил эту модель к нашей кампании по сокращению детской и материнской смертности.	2	0	thirties	male		ru	
